mean_pitch,std_pitch,max_pitch,min_pitch,mean_gx,mean_gy,mean_gz,label
5.8126,1.1409605870600832,9.42,3.85,0.46340000000000003,0.025,0.042800000000000005,1
5.437,1.226608481687184,10.99,3.78,-0.4022,-0.06740000000000002,-0.0504,1
6.5016,1.8815618349593273,11.28,0.22,-0.07979999999999997,-0.023,-0.015400000000000002,1
6.664999999999999,1.8455907189950909,13.05,2.8,-0.16140000000000002,-0.051800000000000006,-0.05660000000000001,1
6.106600000000001,1.1028434677168446,8.46,4.08,0.21179999999999996,-0.0158,0.0014000000000000013,1
5.526,1.8168317343717906,8.63,0.66,0.04180000000000002,0.007199999999999997,-0.0027999999999999995,1
5.0338,2.3904741993920755,10.39,0.61,-0.24480000000000002,-0.07819999999999999,-0.029799999999999997,1
5.625799999999999,1.6293746014458228,9.78,2.08,-0.1502,-0.046799999999999994,-0.044600000000000015,1
5.443,1.4846565602996593,10.36,2.89,-0.1374,-0.015399999999999999,-0.0348,1
6.4677999999999995,1.4207418154339124,9.63,3.41,0.3094,0.024399999999999998,0.024,1
8.764199999999999,1.761459378713328,11.5,3.99,0.018799999999999994,-0.0009999999999999998,-0.047400000000000005,1
3.9938000000000007,2.8930951507028606,10.24,-1.42,-0.47620000000000007,-0.0764,-0.0432,1
7.662200000000001,2.674894077628236,11.22,2.06,0.3521999999999999,0.05260000000000001,-0.004200000000000001,1
10.403599999999999,0.6972504600799002,12.28,9.2,0.1044,0.0108,-0.0262,1
8.620999999999999,2.7758993762272395,12.33,1.9,-0.4235999999999999,-0.06860000000000001,-0.0268,1
5.277,2.709474118717505,11.51,0.24,-0.151,-0.04860000000000001,-0.047,1
7.517800000000001,1.0762013505561008,9.09,5.63,0.14300000000000002,0.028000000000000004,-0.00020000000000000017,1
9.4926,0.45031875332017507,10.23,8.44,0.061200000000000004,0.0134,-0.0222,1
8.132399999999999,3.160968955034813,11.81,0.41,-0.3496000000000001,-0.10060000000000002,-0.056999999999999995,1
6.040600000000001,1.924832788921189,9.21,1.6,0.1292,0.0302,-0.009,1
5.888999999999999,2.0268627109352013,10.38,0.91,-0.136,-0.009799999999999996,-0.034,1
6.8176,2.8642187808353254,10.09,-1.17,-0.2284,-0.0574,-0.04479999999999999,1
5.4264,2.15633737090068,10.1,1.13,0.36619999999999997,0.053599999999999995,0.005600000000000001,1
7.4974,2.312778883349056,10.54,1.67,-0.4256000000000001,-0.07459999999999999,-0.08080000000000002,1
8.121,2.397533809427291,12.14,1.11,-0.0484,-0.0294,-0.0202,1
6.035000000000001,2.134769738574794,9.08,0.57,0.20759999999999998,0.0524,0.0408,1
5.6748,2.8782649535539884,11.08,0.69,-0.1764,-0.04320000000000001,-0.024400000000000005,1
5.7816,3.51421855917253,11.69,-6.44,-0.19039999999999999,-0.028399999999999998,-0.03900000000000001,1
8.5676,1.5823188357468236,12.33,4.91,-0.07700000000000001,-0.0268,-0.037599999999999995,1
6.3982,1.0552506037594547,9.16,4.11,0.2086,0.022400000000000003,0.026999999999999996,1
6.189399999999999,2.4266062721422275,10.63,0.49,-0.24679999999999994,-0.05199999999999999,-0.037200000000000004,1
7.969600000000001,1.6171718321482964,13.9,4.06,-0.02,-0.020999999999999998,-0.0302,1
5.4224,1.5626632943243315,7.83,1.56,0.0017999999999999993,0.003400000000000002,-0.0072,1
6.6196,2.7457372973615755,11.19,0.47,-0.1998,-0.04940000000000001,-0.048,1
7.695400000000001,1.445819039118503,12.5,5.35,0.23919999999999997,0.017400000000000006,0.0104,1
6.4754,1.6197974300157763,9.5,2.52,-0.17740000000000003,-0.020799999999999996,-0.0184,1
9.549,0.7635423621355334,10.76,8.03,0.193,0.0162,-0.018800000000000004,1
6.780400000000001,2.08798600354993,12.2,1.88,-0.22499999999999998,-0.053200000000000004,-0.0104,1
9.1364,0.7846480037544977,10.83,7.55,-0.23460000000000003,-0.0492,-0.09399999999999999,1
9.5228,0.9958240152696435,11.14,7.05,0.2966,0.0446,0.0472,1
8.9998,0.5510416481167133,10.3,7.07,-0.0152,-0.0262,-0.03560000000000001,1
8.1082,1.482023836873491,11.46,5.24,-0.41259999999999997,-0.06280000000000001,-0.05800000000000001,1
8.194600000000001,1.0314962581668656,9.87,4.95,0.25559999999999994,0.03940000000000001,0.01,1
8.7126,0.8325883173108118,10.13,7.02,-0.2758,-0.0384,-0.04540000000000002,1
9.1554,0.7591192802403671,10.4,6.79,-0.04940000000000001,-0.0282,-0.03780000000000001,1
7.5642000000000005,1.671113633332636,12.04,4.71,0.08259999999999999,0.0206,-0.00039999999999999996,1
9.5906,1.3778812632118214,11.3,6.9,-0.3218,-0.064,-0.07419999999999999,1
9.233399999999998,1.6104627424743359,13.25,6.43,0.2802,0.042200000000000015,0.011799999999999998,1
9.2092,1.9454739100522211,12.84,6.69,-0.3604,-0.05880000000000002,-0.05000000000000001,1
9.8288,1.203721508235088,12.22,7.6,0.06539999999999999,-0.0014000000000000013,-0.037599999999999995,1
9.4182,0.9733399053920327,11.33,7.63,-0.006000000000000001,-0.0058000000000000005,-0.0146,1
10.0022,1.398390167737349,12.96,6.4,-0.1598,-0.015400000000000002,-0.0192,1
9.4636,1.2439334584211457,11.52,5.42,-0.0676,-0.0013999999999999993,-0.032400000000000005,1
